"author","wordCount"
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"hamilton",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"madison",0
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"hamilton",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"madison",1
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"hamilton",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"madison",2
"hamilton",3
"hamilton",3
"hamilton",3
"hamilton",3
"hamilton",3
"hamilton",3
"hamilton",3
"hamilton",3
"hamilton",3
"hamilton",3
"hamilton",3
"hamilton",3
"hamilton",3
"hamilton",3
"madison",3
"madison",3
"madison",3
"madison",3
"madison",3
"madison",3
"madison",3
"madison",3
"hamilton",4
"hamilton",4
"hamilton",4
"hamilton",4
"madison",4
"madison",4
"madison",4
"madison",4
"hamilton",5
"madison",5
"hamilton",6
"madison",6
